Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
12.779,0.0,0.0,0.0,0.0,0.0,0.0
12.806,0.0,0.0,0.0,0.0,0.0,0.0
12.832,0.0,0.0,0.0,0.0,0.0,0.0
12.857,0.0,0.0,0.0,0.0,0.0,0.0
12.882,0.0,0.0,0.0,0.0,0.0,0.0
12.909,0.0,0.0,0.0,0.0,0.0,0.0
12.937,0.0,0.0,0.0,0.0,0.0,0.0
12.962,0.0,0.0,0.0,0.0,0.0,0.0
12.987,0.0,0.0,0.0,0.0,0.0,0.0
13.013,0.0,0.0,0.0,0.0,0.0,0.0
13.038,0.0,0.0,0.0,0.0,0.0,0.0
13.063,0.0,0.0,0.0,0.0,0.0,0.0
13.093,0.0,0.0,0.0,0.0,0.0,0.0
13.122,0.0,0.0,0.0,0.0,0.0,0.0
13.147,0.0,0.0,0.0,0.0,0.0,0.0
13.173,0.0,0.0,0.0,0.0,0.0,0.0
13.203,0.0,0.0,0.0,0.0,0.0,0.0
13.23,0.0,0.0,0.0,0.0,0.0,0.0
13.256,0.0,0.0,0.0,0.0,0.0,0.0
13.281,0.0,0.0,0.0,0.0,0.0,0.0
13.306,0.0,0.0,0.0,0.0,0.0,0.0
13.333,0.0,0.0,0.0,0.0,0.0,0.0
13.359,0.0,0.0,0.0,0.0,0.0,0.0
13.386,0.0,0.0,0.0,0.0,0.0,0.0
13.412,0.0,0.0,0.0,0.0,0.0,0.0
13.437,0.0,0.0,0.0,0.0,0.0,0.0
13.462,0.0,0.0,0.0,0.0,0.0,0.0
13.487,0.0,0.0,0.0,0.0,0.0,0.0
13.512,0.0,0.0,0.0,0.0,0.0,0.0
13.537,0.0,0.0,0.0,0.0,0.0,0.0
13.563,0.0,0.0,0.0,0.0,0.0,0.0
13.588,0.0,0.0,0.0,0.0,0.0,0.0
13.613,0.0,0.0,0.0,0.0,0.0,0.0
13.641,0.0,0.0,0.0,0.0,0.0,0.0
13.67,0.0,0.0,0.0,0.0,0.0,0.0
13.697,0.0,0.0,0.0,0.0,0.0,0.0
13.723,0.0,0.0,0.0,0.0,0.0,0.0
13.748,0.0,0.0,0.0,0.0,0.0,0.0
13.774,0.0,0.0,0.0,0.0,0.0,0.0
13.803,0.0,0.0,0.0,0.0,0.0,0.0
13.828,0.0,0.0,0.0,0.0,0.0,0.0
13.853,0.0,0.0,0.0,0.0,0.0,0.0
13.878,0.0,0.0,0.0,0.0,0.0,0.0
13.904,0.0,0.0,0.0,0.0,0.0,0.0
13.933,0.0,0.0,0.0,0.0,0.0,0.0
13.96,0.0,0.0,0.0,0.0,0.0,0.0
13.989,0.0,0.0,0.0,0.0,0.0,0.0
14.014,0.0,0.0,0.0,0.0,0.0,0.0
14.043,0.0,0.0,0.0,0.0,0.0,0.0
14.069,0.0,0.0,0.0,0.0,0.0,0.0
14.094,0.0,0.0,0.0,0.0,0.0,0.0
14.123,0.0,0.0,0.0,0.0,0.0,0.0
14.148,0.0,0.0,0.0,0.0,0.0,0.0
14.173,0.0,0.0,0.0,0.0,0.0,0.0
14.199,0.0,0.0,0.0,0.0,0.0,0.0
14.226,0.0,0.0,0.0,0.0,0.0,0.0
14.251,0.0,0.0,0.0,0.0,0.0,0.0
14.281,0.0,0.0,0.0,0.0,0.0,0.0
14.309,0.0,0.0,0.0,0.0,0.0,0.0
14.334,0.0,0.0,0.0,0.0,0.0,0.0
14.364,0.0,0.0,0.0,0.0,0.0,0.0
14.389,0.0,0.0,0.0,0.0,0.0,0.0
14.416,0.0,0.0,0.0,0.0,0.0,0.0
14.443,0.0,0.0,0.0,0.0,0.0,0.0
14.472,0.0,0.0,0.0,0.0,0.0,0.0
14.5,0.0,0.0,0.0,0.0,0.0,0.0
14.525,0.0,0.0,0.0,0.0,0.0,0.0
14.554,0.0,0.0,0.0,0.0,0.0,0.0
14.58,0.0,0.0,0.0,0.0,0.0,0.0
14.605,0.0,0.0,0.0,0.0,0.0,0.0
14.63,0.0,0.0,0.0,0.0,0.0,0.0
14.655,0.0,0.0,0.0,0.0,0.0,0.0
14.683,0.0,0.0,0.0,0.0,0.0,0.0
14.708,0.0,0.0,0.0,0.0,0.0,0.0
14.734,0.0,0.0,0.0,0.0,0.0,0.0
14.759,0.0,0.0,0.0,0.0,0.0,0.0
14.784,0.0,0.0,0.0,0.0,0.0,0.0
14.813,0.0,0.0,0.0,0.0,0.0,0.0
14.839,0.0,0.0,0.0,0.0,0.0,0.0
14.865,0.0,0.0,0.0,0.0,0.0,0.0
14.894,0.0,0.0,0.0,0.0,0.0,0.0
14.922,0.0,0.0,0.0,0.0,0.0,0.0
14.948,0.0,0.0,0.0,0.0,0.0,0.0
14.974,0.0,0.0,0.0,0.0,0.0,0.0
14.999,0.0,0.0,0.0,0.0,0.0,0.0
15.024,0.0,0.0,0.0,0.0,0.0,0.0
15.051,0.0,0.0,0.0,0.0,0.0,0.0
15.076,0.0,0.0,0.0,0.0,0.0,0.0
15.101,0.0,0.0,0.0,0.0,0.0,0.0
15.126,0.0,0.0,0.0,0.0,0.0,0.0
15.154,0.0,0.0,0.0,0.0,0.0,0.0
15.179,0.0,0.0,0.0,0.0,0.0,0.0
15.207,0.0,0.0,0.0,0.0,0.0,0.0
15.234,0.0,0.0,0.0,0.0,0.0,0.0
15.263,0.0,0.0,0.0,0.0,0.0,0.0
15.289,0.0,0.0,0.0,0.0,0.0,0.0
15.314,0.0,0.0,0.0,0.0,0.0,0.0
15.344,0.0,0.0,0.0,0.0,0.0,0.0
15.373,0.0,0.0,0.0,0.0,0.0,0.0
15.398,0.0,0.0,0.0,0.0,0.0,0.0
15.426,0.0,0.0,0.0,0.0,0.0,0.0
15.453,0.0,0.0,0.0,0.0,0.0,0.0
15.478,0.0,0.0,0.0,0.0,0.0,0.0
15.506,0.0,0.0,0.0,0.0,0.0,0.0
15.533,0.0,0.0,0.0,0.0,0.0,0.0
15.563,0.0,0.0,0.0,0.0,0.0,0.0
15.59,0.0,0.0,0.0,0.0,0.0,0.0
15.62,0.0,0.0,0.0,0.0,0.0,0.0
15.647,0.0,0.0,0.0,0.0,0.0,0.0
15.673,0.0,0.0,0.0,0.0,0.0,0.0
15.698,0.0,0.0,0.0,0.0,0.0,0.0
15.728,0.0,0.0,0.0,0.0,0.0,0.0
15.753,0.0,0.0,0.0,0.0,0.0,0.0
15.778,0.0,0.0,0.0,0.0,0.0,0.0
15.803,0.0,0.0,0.0,0.0,0.0,0.0
15.828,0.0,0.0,0.0,0.0,0.0,0.0
15.853,0.0,0.0,0.0,0.0,0.0,0.0
15.878,0.0,0.0,0.0,0.0,0.0,0.0
15.904,0.0,0.0,0.0,0.0,0.0,0.0
15.93,0.0,0.0,0.0,0.0,0.0,0.0
15.955,0.0,0.0,0.0,0.0,0.0,0.0
15.981,0.0,0.0,0.0,0.0,0.0,0.0
16.006,0.0,0.0,0.0,0.0,0.0,0.0
16.031,0.0,0.0,0.0,0.0,0.0,0.0
16.056,0.0,0.0,0.0,0.0,0.0,0.0
16.081,0.0,0.0,0.0,0.0,0.0,0.0
16.106,0.0,0.0,0.0,0.0,0.0,0.0
16.131,0.0,0.0,0.0,0.0,0.0,0.0
16.157,0.0,0.0,0.0,0.0,0.0,0.0
16.183,0.0,0.0,0.0,0.0,0.0,0.0
16.211,0.0,0.0,0.0,0.0,0.0,0.0
16.236,0.0,0.0,0.0,0.0,0.0,0.0
16.261,0.0,0.0,0.0,0.0,0.0,0.0
16.286,0.0,0.0,0.0,0.0,0.0,0.0
16.313,0.0,0.0,0.0,0.0,0.0,0.0
16.338,0.0,0.0,0.0,0.0,0.0,0.0
16.364,0.0,0.0,0.0,0.0,0.0,0.0
16.389,0.0,0.0,0.0,0.0,0.0,0.0
16.414,0.0,0.0,0.0,0.0,0.0,0.0
16.439,0.0,0.0,0.0,0.0,0.0,0.0
16.464,0.0,0.0,0.0,0.0,0.0,0.0
16.49,0.0,0.0,0.0,0.0,0.0,0.0
16.519,0.0,0.0,0.0,0.0,0.0,0.0
16.547,0.0,0.0,0.0,0.0,0.0,0.0
16.572,0.0,0.0,0.0,0.0,0.0,0.0
16.598,0.0,0.0,0.0,0.0,0.0,0.0
16.623,0.0,0.0,0.0,0.0,0.0,0.0
16.651,0.0,0.0,0.0,0.0,0.0,0.0
16.679,0.0,0.0,0.0,0.0,0.0,0.0
16.704,0.0,0.0,0.0,0.0,0.0,0.0
16.73,0.0,0.0,0.0,0.0,0.0,0.0
16.755,0.0,0.0,0.0,0.0,0.0,0.0
16.78,0.0,0.0,0.0,0.0,0.0,0.0
16.805,0.0,0.0,0.0,0.0,0.0,0.0
16.833,0.0,0.0,0.0,0.0,0.0,0.0
16.858,0.0,0.0,0.0,0.0,0.0,0.0
16.884,0.0,0.0,0.0,0.0,0.0,0.0
16.909,0.0,0.0,0.0,0.0,0.0,0.0
16.934,0.0,0.0,0.0,0.0,0.0,0.0
16.961,0.0,0.0,0.0,0.0,0.0,0.0
16.986,0.0,0.0,0.0,0.0,0.0,0.0
17.011,0.0,0.0,0.0,0.0,0.0,0.0
17.038,0.0,0.0,0.0,0.0,0.0,0.0
17.063,0.0,0.0,0.0,0.0,0.0,0.0
17.089,0.0,0.0,0.0,0.0,0.0,0.0
17.114,0.0,0.0,0.0,0.0,0.0,0.0
17.141,0.0,0.0,0.0,0.0,0.0,0.0
17.169,0.0,0.0,0.0,0.0,0.0,0.0
17.194,0.0,0.0,0.0,0.0,0.0,0.0
17.22,0.0,0.0,0.0,0.0,0.0,0.0
17.248,0.0,0.0,0.0,0.0,0.0,0.0
17.273,0.0,0.0,0.0,0.0,0.0,0.0
17.299,0.0,0.0,0.0,0.0,0.0,0.0
17.328,0.0,0.0,0.0,0.0,0.0,0.0
17.353,0.0,0.0,0.0,0.0,0.0,0.0
17.378,0.0,0.0,0.0,0.0,0.0,0.0
17.404,0.0,0.0,0.0,0.0,0.0,0.0
17.431,0.0,0.0,0.0,0.0,0.0,0.0
17.459,0.0,0.0,0.0,0.0,0.0,0.0
17.484,0.0,0.0,0.0,0.0,0.0,0.0
17.513,0.0,0.0,0.0,0.0,0.0,0.0
17.539,0.0,0.0,0.0,0.0,0.0,0.0
17.567,0.0,0.0,0.0,0.0,0.0,0.0
17.593,0.0,0.0,0.0,0.0,0.0,0.0
17.62,0.0,0.0,0.0,0.0,0.0,0.0
17.65,0.0,0.0,0.0,0.0,0.0,0.0
17.675,0.0,0.0,0.0,0.0,0.0,0.0
17.7,0.0,0.0,0.0,0.0,0.0,0.0
17.729,0.0,0.0,0.0,0.0,0.0,0.0
17.754,0.0,0.0,0.0,0.0,0.0,0.0
17.779,0.0,0.0,0.0,0.0,0.0,0.0
17.805,0.0,0.0,0.0,0.0,0.0,0.0
17.831,0.0,0.0,0.0,0.0,0.0,0.0
17.856,0.0,0.0,0.0,0.0,0.0,0.0
17.881,0.0,0.0,0.0,0.0,0.0,0.0
17.911,0.0,0.0,0.0,0.0,0.0,0.0
17.936,0.0,0.0,0.0,0.0,0.0,0.0
17.963,0.0,0.0,0.0,0.0,0.0,0.0
17.99,0.0,0.0,0.0,0.0,0.0,0.0
18.017,0.0,0.0,0.0,0.0,0.0,0.0
18.043,0.0,0.0,0.0,0.0,0.0,0.0
18.068,0.0,0.0,0.0,0.0,0.0,0.0
18.097,0.0,0.0,0.0,0.0,0.0,0.0
18.122,0.0,0.0,0.0,0.0,0.0,0.0
18.149,0.0,0.0,0.0,0.0,0.0,0.0
18.174,0.0,0.0,0.0,0.0,0.0,0.0
18.203,0.0,0.0,0.0,0.0,0.0,0.0
18.229,0.0,0.0,0.0,0.0,0.0,0.0
18.255,0.0,0.0,0.0,0.0,0.0,0.0
18.283,0.0,0.0,0.0,0.0,0.0,0.0
18.308,0.0,0.0,0.0,0.0,0.0,0.0
18.334,0.0,0.0,0.0,0.0,0.0,0.0
18.359,0.0,0.0,0.0,0.0,0.0,0.0
18.384,0.0,0.0,0.0,0.0,0.0,0.0
18.409,0.0,0.0,0.0,0.0,0.0,0.0
18.439,0.0,0.0,0.0,0.0,0.0,0.0
18.466,0.0,0.0,0.0,0.0,0.0,0.0
18.494,0.0,0.0,0.0,0.0,0.0,0.0
18.522,0.0,0.0,0.0,0.0,0.0,0.0
18.553,0.0,0.0,0.0,0.0,0.0,0.0
18.578,0.0,0.0,0.0,0.0,0.0,0.0
18.603,0.0,0.0,0.0,0.0,0.0,0.0
18.63,0.0,0.0,0.0,0.0,0.0,0.0
18.655,0.0,0.0,0.0,0.0,0.0,0.0
18.68,0.0,0.0,0.0,0.0,0.0,0.0
18.705,0.0,0.0,0.0,0.0,0.0,0.0
18.732,0.0,0.0,0.0,0.0,0.0,0.0
18.757,0.0,0.0,0.0,0.0,0.0,0.0
18.783,0.0,0.0,0.0,0.0,0.0,0.0
18.808,0.0,0.0,0.0,0.0,0.0,0.0
18.834,0.0,0.0,0.0,0.0,0.0,0.0
18.859,0.0,0.0,0.0,0.0,0.0,0.0
18.884,0.0,0.0,0.0,0.0,0.0,0.0
18.911,0.0,0.0,0.0,0.0,0.0,0.0
18.937,0.0,0.0,0.0,0.0,0.0,0.0
18.967,0.0,0.0,0.0,0.0,0.0,0.0
18.992,0.0,0.0,0.0,0.0,0.0,0.0
19.02,0.0,0.0,0.0,0.0,0.0,0.0
19.047,0.0,0.0,0.0,0.0,0.0,0.0
19.072,0.0,0.0,0.0,0.0,0.0,0.0
19.099,0.0,0.0,0.0,0.0,0.0,0.0
19.129,0.0,0.0,0.0,0.0,0.0,0.0
19.155,0.0,0.0,0.0,0.0,0.0,0.0
19.181,0.0,0.0,0.0,0.0,0.0,0.0
19.209,0.0,0.0,0.0,0.0,0.0,0.0
19.234,0.0,0.0,0.0,0.0,0.0,0.0
19.259,0.0,0.0,0.0,0.0,0.0,0.0
19.284,0.0,0.0,0.0,0.0,0.0,0.0
19.309,0.0,0.0,0.0,0.0,0.0,0.0
19.334,0.0,0.0,0.0,0.0,0.0,0.0
19.363,0.0,0.0,0.0,0.0,0.0,0.0
19.388,0.0,0.0,0.0,0.0,0.0,0.0
19.418,0.0,0.0,0.0,0.0,0.0,0.0
19.447,0.0,0.0,0.0,0.0,0.0,0.0
19.472,0.0,0.0,0.0,0.0,0.0,0.0
19.498,0.0,0.0,0.0,0.0,0.0,0.0
19.523,0.0,0.0,0.0,0.0,0.0,0.0
19.551,0.0,0.0,0.0,0.0,0.0,0.0
19.576,0.0,0.0,0.0,0.0,0.0,0.0
19.601,0.0,0.0,0.0,0.0,0.0,0.0
19.626,0.0,0.0,0.0,0.0,0.0,0.0
19.654,0.0,0.0,0.0,0.0,0.0,0.0
19.68,0.0,0.0,0.0,0.0,0.0,0.0
19.706,0.0,0.0,0.0,0.0,0.0,0.0
19.731,0.0,0.0,0.0,0.0,0.0,0.0
19.76,0.0,0.0,0.0,0.0,0.0,0.0
19.785,0.0,0.0,0.0,0.0,0.0,0.0
19.814,0.0,0.0,0.0,0.0,0.0,0.0
19.839,0.0,0.0,0.0,0.0,0.0,0.0
19.864,0.0,0.0,0.0,0.0,0.0,0.0
19.889,0.0,0.0,0.0,0.0,0.0,0.0
19.919,0.0,0.0,0.0,0.0,0.0,0.0
19.948,0.0,0.0,0.0,0.0,0.0,0.0
19.977,0.0,0.0,0.0,0.0,0.0,0.0
20.003,0.0,0.0,0.0,0.0,0.0,0.0
20.03,0.0,0.0,0.0,0.0,0.0,0.0
20.059,0.0,0.0,0.0,0.0,0.0,0.0
20.084,0.0,0.0,0.0,0.0,0.0,0.0
20.111,0.0,0.0,0.0,0.0,0.0,0.0
20.136,0.0,0.0,0.0,0.0,0.0,0.0
20.166,0.0,0.0,0.0,0.0,0.0,0.0
20.193,0.0,0.0,0.0,0.0,0.0,0.0
20.219,0.0,0.0,0.0,0.0,0.0,0.0
20.247,0.0,0.0,0.0,0.0,0.0,0.0
20.273,0.0,0.0,0.0,0.0,0.0,0.0
20.299,0.0,0.0,0.0,0.0,0.0,0.0
20.324,0.0,0.0,0.0,0.0,0.0,0.0
20.349,0.0,0.0,0.0,0.0,0.0,0.0
20.376,0.0,0.0,0.0,0.0,0.0,0.0
20.403,0.0,0.0,0.0,0.0,0.0,0.0
20.429,0.0,0.0,0.0,0.0,0.0,0.0
20.457,0.0,0.0,0.0,0.0,0.0,0.0
20.484,0.0,0.0,0.0,0.0,0.0,0.0
20.513,0.0,0.0,0.0,0.0,0.0,0.0
20.54,0.0,0.0,0.0,0.0,0.0,0.0
20.568,0.0,0.0,0.0,0.0,0.0,0.0
20.597,0.0,0.0,0.0,0.0,0.0,0.0
20.623,0.0,0.0,0.0,0.0,0.0,0.0
20.648,0.0,0.0,0.0,0.0,0.0,0.0
20.674,0.0,0.0,0.0,0.0,0.0,0.0
20.699,0.0,0.0,0.0,0.0,0.0,0.0
20.726,0.0,0.0,0.0,0.0,0.0,0.0
20.754,0.0,0.0,0.0,0.0,0.0,0.0
20.781,0.0,0.0,0.0,0.0,0.0,0.0
20.807,0.0,0.0,0.0,0.0,0.0,0.0
20.834,0.0,0.0,0.0,0.0,0.0,0.0
20.859,0.0,0.0,0.0,0.0,0.0,0.0
20.884,0.0,0.0,0.0,0.0,0.0,0.0
20.91,0.0,0.0,0.0,0.0,0.0,0.0
20.935,0.0,0.0,0.0,0.0,0.0,0.0
20.962,0.0,0.0,0.0,0.0,0.0,0.0
20.989,0.0,0.0,0.0,0.0,0.0,0.0
21.019,0.0,0.0,0.0,0.0,0.0,0.0
21.047,0.0,0.0,0.0,0.0,0.0,0.0
21.073,0.0,0.0,0.0,0.0,0.0,0.0
21.098,0.0,0.0,0.0,0.0,0.0,0.0
21.123,0.0,0.0,0.0,0.0,0.0,0.0
21.151,0.0,0.0,0.0,0.0,0.0,0.0
21.176,0.0,0.0,0.0,0.0,0.0,0.0
21.201,0.0,0.0,0.0,0.0,0.0,0.0
21.226,0.0,0.0,0.0,0.0,0.0,0.0
21.254,0.0,0.0,0.0,0.0,0.0,0.0
21.283,0.0,0.0,0.0,0.0,0.0,0.0
21.308,0.0,0.0,0.0,0.0,0.0,0.0
21.333,0.0,0.0,0.0,0.0,0.0,0.0
21.36,0.0,0.0,0.0,0.0,0.0,0.0
21.386,0.0,0.0,0.0,0.0,0.0,0.0
21.416,0.0,0.0,0.0,0.0,0.0,0.0
21.441,0.0,0.0,0.0,0.0,0.0,0.0
21.469,0.0,0.0,0.0,0.0,0.0,0.0
21.497,0.0,0.0,0.0,0.0,0.0,0.0
21.525,0.0,0.0,0.0,0.0,0.0,0.0
21.551,0.0,0.0,0.0,0.0,0.0,0.0
21.581,0.0,0.0,0.0,0.0,0.0,0.0
21.61,0.0,0.0,0.0,0.0,0.0,0.0
21.638,0.0,0.0,0.0,0.0,0.0,0.0
21.663,0.0,0.0,0.0,0.0,0.0,0.0
21.692,0.0,0.0,0.0,0.0,0.0,0.0
21.718,0.0,0.0,0.0,0.0,0.0,0.0
21.747,0.0,0.0,0.0,0.0,0.0,0.0
21.773,0.0,0.0,0.0,0.0,0.0,0.0
21.798,0.0,0.0,0.0,0.0,0.0,0.0
21.823,0.0,0.0,0.0,0.0,0.0,0.0
21.848,0.0,0.0,0.0,0.0,0.0,0.0
21.873,0.0,0.0,0.0,0.0,0.0,0.0
21.901,0.0,0.0,0.0,0.0,0.0,0.0
21.93,0.0,0.0,0.0,0.0,0.0,0.0
21.955,0.0,0.0,0.0,0.0,0.0,0.0
21.98,0.0,0.0,0.0,0.0,0.0,0.0
22.005,0.0,0.0,0.0,0.0,0.0,0.0
22.033,0.0,0.0,0.0,0.0,0.0,0.0
22.061,0.0,0.0,0.0,0.0,0.0,0.0
22.087,0.0,0.0,0.0,0.0,0.0,0.0
22.114,0.0,0.0,0.0,0.0,0.0,0.0
22.139,0.0,0.0,0.0,0.0,0.0,0.0
22.168,0.0,0.0,0.0,0.0,0.0,0.0
22.193,0.0,0.0,0.0,0.0,0.0,0.0
22.218,0.0,0.0,0.0,0.0,0.0,0.0
22.247,0.0,0.0,0.0,0.0,0.0,0.0
22.273,0.0,0.0,0.0,0.0,0.0,0.0
22.299,0.0,0.0,0.0,0.0,0.0,0.0
22.324,0.0,0.0,0.0,0.0,0.0,0.0
22.353,0.0,0.0,0.0,0.0,0.0,0.0
22.38,0.0,0.0,0.0,0.0,0.0,0.0
22.406,0.0,0.0,0.0,0.0,0.0,0.0
22.434,0.0,0.0,0.0,0.0,0.0,0.0
22.459,0.0,0.0,0.0,0.0,0.0,0.0
22.484,0.0,0.0,0.0,0.0,0.0,0.0
22.514,0.0,0.0,0.0,0.0,0.0,0.0
22.539,0.0,0.0,0.0,0.0,0.0,0.0
22.568,0.0,0.0,0.0,0.0,0.0,0.0
22.595,0.0,0.0,0.0,0.0,0.0,0.0
22.622,0.0,0.0,0.0,0.0,0.0,0.0
22.647,0.0,0.0,0.0,0.0,0.0,0.0
22.673,0.0,0.0,0.0,0.0,0.0,0.0
22.698,0.0,0.0,0.0,0.0,0.0,0.0
22.724,0.0,0.0,0.0,0.0,0.0,0.0
22.75,0.0,0.0,0.0,0.0,0.0,0.0
22.776,0.0,0.0,0.0,0.0,0.0,0.0
22.801,0.0,0.0,0.0,0.0,0.0,0.0
22.828,0.0,0.0,0.0,0.0,0.0,0.0
22.856,0.0,0.0,0.0,0.0,0.0,0.0
22.881,0.0,0.0,0.0,0.0,0.0,0.0
22.906,0.0,0.0,0.0,0.0,0.0,0.0
22.931,0.0,0.0,0.0,0.0,0.0,0.0
22.956,0.0,0.0,0.0,0.0,0.0,0.0
22.981,0.0,0.0,0.0,0.0,0.0,0.0
23.006,0.0,0.0,0.0,0.0,0.0,0.0
23.031,0.0,0.0,0.0,0.0,0.0,0.0
23.056,0.0,0.0,0.0,0.0,0.0,0.0
23.081,0.0,0.0,0.0,0.0,0.0,0.0
23.107,0.0,0.0,0.0,0.0,0.0,0.0
23.133,0.0,0.0,0.0,0.0,0.0,0.0
23.158,0.0,0.0,0.0,0.0,0.0,0.0
23.183,0.0,0.0,0.0,0.0,0.0,0.0
23.211,0.0,0.0,0.0,0.0,0.0,0.0
23.236,0.0,0.0,0.0,0.0,0.0,0.0
23.262,0.0,0.0,0.0,0.0,0.0,0.0
23.287,0.0,0.0,0.0,0.0,0.0,0.0
23.312,0.0,0.0,0.0,0.0,0.0,0.0
23.339,0.0,0.0,0.0,0.0,0.0,0.0
23.368,0.0,0.0,0.0,0.0,0.0,0.0
23.397,0.0,0.0,0.0,0.0,0.0,0.0
23.423,0.0,0.0,0.0,0.0,0.0,0.0
23.448,0.0,0.0,0.0,0.0,0.0,0.0
23.473,0.0,0.0,0.0,0.0,0.0,0.0
23.499,0.0,0.0,0.0,0.0,0.0,0.0
23.524,0.0,0.0,0.0,0.0,0.0,0.0
23.551,0.0,0.0,0.0,0.0,0.0,0.0
23.579,0.0,0.0,0.0,0.0,0.0,0.0
23.604,0.0,0.0,0.0,0.0,0.0,0.0
23.629,0.0,0.0,0.0,0.0,0.0,0.0
23.654,0.0,0.0,0.0,0.0,0.0,0.0
23.679,0.0,0.0,0.0,0.0,0.0,0.0
23.704,0.0,0.0,0.0,0.0,0.0,0.0
23.729,0.0,0.0,0.0,0.0,0.0,0.0
23.754,0.0,0.0,0.0,0.0,0.0,0.0
23.78,0.0,0.0,0.0,0.0,0.0,0.0
23.805,0.0,0.0,0.0,0.0,0.0,0.0
23.83,0.0,0.0,0.0,0.0,0.0,0.0
23.855,0.0,0.0,0.0,0.0,0.0,0.0
23.883,0.0,0.0,0.0,0.0,0.0,0.0
23.911,0.0,0.0,0.0,0.0,0.0,0.0
23.938,0.0,0.0,0.0,0.0,0.0,0.0
23.967,0.0,0.0,0.0,0.0,0.0,0.0
23.992,0.0,0.0,0.0,0.0,0.0,0.0
24.019,0.0,0.0,0.0,0.0,0.0,0.0
24.047,0.0,0.0,0.0,0.0,0.0,0.0
24.073,0.0,0.0,0.0,0.0,0.0,0.0
24.099,0.0,0.0,0.0,0.0,0.0,0.0
24.125,0.0,0.0,0.0,0.0,0.0,0.0
24.151,0.0,0.0,0.0,0.0,0.0,0.0
24.176,0.0,0.0,0.0,0.0,0.0,0.0
24.204,0.0,0.0,0.0,0.0,0.0,0.0
24.229,0.0,0.0,0.0,0.0,0.0,0.0
24.255,0.0,0.0,0.0,0.0,0.0,0.0
24.28,0.0,0.0,0.0,0.0,0.0,0.0
24.306,0.0,0.0,0.0,0.0,0.0,0.0
24.331,0.0,0.0,0.0,0.0,0.0,0.0
24.36,0.0,0.0,0.0,0.0,0.0,0.0
24.385,0.0,0.0,0.0,0.0,0.0,0.0
24.413,0.0,0.0,0.0,0.0,0.0,0.0
24.439,0.0,0.0,0.0,0.0,0.0,0.0
24.467,0.0,0.0,0.0,0.0,0.0,0.0
24.492,0.0,0.0,0.0,0.0,0.0,0.0
24.517,0.0,0.0,0.0,0.0,0.0,0.0
24.547,0.0,0.0,0.0,0.0,0.0,0.0
24.573,0.0,0.0,0.0,0.0,0.0,0.0
24.599,0.0,0.0,0.0,0.0,0.0,0.0
24.623,0.0,0.0,0.0,0.0,0.0,0.0
24.648,0.0,0.0,0.0,0.0,0.0,0.0
24.673,0.0,0.0,0.0,0.0,0.0,0.0
24.698,0.0,0.0,0.0,0.0,0.0,0.0
24.724,0.0,0.0,0.0,0.0,0.0,0.0
24.751,0.0,0.0,0.0,0.0,0.0,0.0
24.78,0.0,0.0,0.0,0.0,0.0,0.0
24.805,0.0,0.0,0.0,0.0,0.0,0.0
24.83,0.0,0.0,0.0,0.0,0.0,0.0
24.856,0.0,0.0,0.0,0.0,0.0,0.0
24.881,0.0,0.0,0.0,0.0,0.0,0.0
24.906,0.0,0.0,0.0,0.0,0.0,0.0
24.931,0.0,0.0,0.0,0.0,0.0,0.0
24.956,0.0,0.0,0.0,0.0,0.0,0.0
24.982,0.0,0.0,0.0,0.0,0.0,0.0
25.011,0.0,0.0,0.0,0.0,0.0,0.0
25.038,0.0,0.0,0.0,0.0,0.0,0.0
25.063,0.0,0.0,0.0,0.0,0.0,0.0
25.088,0.0,0.0,0.0,0.0,0.0,0.0
25.113,0.0,0.0,0.0,0.0,0.0,0.0
25.139,0.0,0.0,0.0,0.0,0.0,0.0
25.164,0.0,0.0,0.0,0.0,0.0,0.0
25.189,0.0,0.0,0.0,0.0,0.0,0.0
25.216,0.0,0.0,0.0,0.0,0.0,0.0
25.242,0.0,0.0,0.0,0.0,0.0,0.0
25.267,0.0,0.0,0.0,0.0,0.0,0.0
25.292,0.0,0.0,0.0,0.0,0.0,0.0
25.317,0.0,0.0,0.0,0.0,0.0,0.0
25.342,0.0,0.0,0.0,0.0,0.0,0.0
25.367,0.0,0.0,0.0,0.0,0.0,0.0
25.397,0.0,0.0,0.0,0.0,0.0,0.0
25.423,0.0,0.0,0.0,0.0,0.0,0.0
25.451,0.0,0.0,0.0,0.0,0.0,0.0
25.477,0.0,0.0,0.0,0.0,0.0,0.0
25.502,0.0,0.0,0.0,0.0,0.0,0.0
25.527,0.0,0.0,0.0,0.0,0.0,0.0
25.553,0.0,0.0,0.0,0.0,0.0,0.0
25.582,0.0,0.0,0.0,0.0,0.0,0.0
25.607,0.0,0.0,0.0,0.0,0.0,0.0
25.632,0.0,0.0,0.0,0.0,0.0,0.0
25.66,0.0,0.0,0.0,0.0,0.0,0.0
25.685,0.0,0.0,0.0,0.0,0.0,0.0
25.711,0.0,0.0,0.0,0.0,0.0,0.0
25.736,0.0,0.0,0.0,0.0,0.0,0.0
25.766,0.0,0.0,0.0,0.0,0.0,0.0
25.793,0.0,0.0,0.0,0.0,0.0,0.0
25.821,0.0,0.0,0.0,0.0,0.0,0.0
25.85,0.0,0.0,0.0,0.0,0.0,0.0
