Time (sec), Commanded Roll (deg), Reported Roll (deg), Commanded Altitude MSL (m), Reported Altitude MSL (m), Latitude (deg), Longitude (deg)
1672.173,0.0,0.0,0.0,0.0,0.0,0.0
1672.207,0.0,0.0,0.0,0.0,0.0,0.0
1672.235,0.0,0.0,0.0,0.0,0.0,0.0
1672.268,0.0,0.0,0.0,0.0,0.0,0.0
1672.299,0.0,0.0,0.0,0.0,0.0,0.0
1672.327,0.0,0.0,0.0,0.0,0.0,0.0
1672.361,0.0,0.0,0.0,0.0,0.0,0.0
1672.388,0.0,0.0,0.0,0.0,0.0,0.0
1672.421,0.0,0.0,0.0,0.0,0.0,0.0
1672.447,0.0,0.0,0.0,0.0,0.0,0.0
1672.473,0.0,0.0,0.0,0.0,0.0,0.0
1672.499,0.0,0.0,0.0,0.0,0.0,0.0
1672.529,0.0,0.0,0.0,0.0,0.0,0.0
1672.557,0.0,0.0,0.0,0.0,0.0,0.0
1672.585,0.0,0.0,0.0,0.0,0.0,0.0
1672.618,0.0,0.0,0.0,0.0,0.0,0.0
1672.647,0.0,0.0,0.0,0.0,0.0,0.0
1672.679,0.0,0.0,0.0,0.0,0.0,0.0
1672.707,0.0,0.0,0.0,0.0,0.0,0.0
1672.735,0.0,0.0,0.0,0.0,0.0,0.0
1672.767,0.0,0.0,0.0,0.0,0.0,0.0
1672.799,0.0,0.0,0.0,0.0,0.0,0.0
1672.829,0.0,0.0,0.0,0.0,0.0,0.0
1672.857,0.0,0.0,0.0,0.0,0.0,0.0
1672.885,0.0,0.0,0.0,0.0,0.0,0.0
1672.911,0.0,0.0,0.0,0.0,0.0,0.0
1672.947,0.0,0.0,0.0,0.0,0.0,0.0
1672.973,0.0,0.0,0.0,0.0,0.0,0.0
1672.999,0.0,0.0,0.0,0.0,0.0,0.0
1673.029,0.0,0.0,0.0,0.0,0.0,0.0
1673.055,0.0,0.0,0.0,0.0,0.0,0.0
1673.087,0.0,0.0,0.0,0.0,0.0,0.0
1673.114,0.0,0.0,0.0,0.0,0.0,0.0
1673.144,0.0,0.0,0.0,0.0,0.0,0.0
1673.174,0.0,0.0,0.0,0.0,0.0,0.0
1673.209,0.0,0.0,0.0,0.0,0.0,0.0
1673.244,0.0,0.0,0.0,0.0,0.0,0.0
1673.279,0.0,0.0,0.0,0.0,0.0,0.0
1673.307,0.0,0.0,0.0,0.0,0.0,0.0
1673.335,0.0,0.0,0.0,0.0,0.0,0.0
1673.367,0.0,0.0,0.0,0.0,0.0,0.0
1673.401,0.0,0.0,0.0,0.0,0.0,0.0
1673.429,0.0,0.0,0.0,0.0,0.0,0.0
1673.458,0.0,0.0,0.0,0.0,0.0,0.0
1673.487,0.0,0.0,0.0,0.0,0.0,0.0
1673.513,0.0,0.0,0.0,0.0,0.0,0.0
1673.548,0.0,0.0,0.0,0.0,0.0,0.0
1673.584,0.0,0.0,0.0,0.0,0.0,0.0
1673.614,0.0,0.0,0.0,0.0,0.0,0.0
1673.64,0.0,0.0,0.0,0.0,0.0,0.0
1673.668,0.0,0.0,0.0,0.0,0.0,0.0
1673.699,0.0,0.0,0.0,0.0,0.0,0.0
1673.727,0.0,0.0,0.0,0.0,0.0,0.0
1673.757,0.0,0.0,0.0,0.0,0.0,0.0
1673.785,0.0,0.0,0.0,0.0,0.0,0.0
1673.818,0.0,0.0,0.0,0.0,0.0,0.0
1673.847,0.0,0.0,0.0,0.0,0.0,0.0
1673.879,0.0,0.0,0.0,0.0,0.0,0.0
1673.907,0.0,0.0,0.0,0.0,0.0,0.0
1673.935,0.0,0.0,0.0,0.0,0.0,0.0
1673.967,0.0,0.0,0.0,0.0,0.0,0.0
1674.001,0.0,0.0,0.0,0.0,0.0,0.0
1674.036,0.0,0.0,0.0,0.0,0.0,0.0
1674.071,0.0,0.0,0.0,0.0,0.0,0.0
1674.106,0.0,0.0,0.0,0.0,0.0,0.0
1674.131,0.0,0.0,0.0,0.0,0.0,0.0
1674.157,0.0,0.0,0.0,0.0,0.0,0.0
1674.187,0.0,0.0,0.0,0.0,0.0,0.0
1674.222,0.0,0.0,0.0,0.0,0.0,0.0
1674.257,0.0,0.0,0.0,0.0,0.0,0.0
1674.285,0.0,0.0,0.0,0.0,0.0,0.0
1674.314,0.0,0.0,0.0,0.0,0.0,0.0
1674.34,0.0,0.0,0.0,0.0,0.0,0.0
1674.368,0.0,0.0,0.0,0.0,0.0,0.0
1674.399,0.0,0.0,0.0,0.0,0.0,0.0
1674.431,0.0,0.0,0.0,0.0,0.0,0.0
1674.457,0.0,0.0,0.0,0.0,0.0,0.0
1674.488,0.0,0.0,0.0,0.0,0.0,0.0
1674.513,0.0,0.0,0.0,0.0,0.0,0.0
1674.54,0.0,0.0,0.0,0.0,0.0,0.0
1674.573,0.0,0.0,0.0,0.0,0.0,0.0
1674.6,0.0,0.0,0.0,0.0,0.0,0.0
1674.627,0.0,0.0,0.0,0.0,0.0,0.0
1674.659,0.0,0.0,0.0,0.0,0.0,0.0
1674.691,0.0,0.0,0.0,0.0,0.0,0.0
1674.718,0.0,0.0,0.0,0.0,0.0,0.0
1674.749,0.0,0.0,0.0,0.0,0.0,0.0
1674.784,0.0,0.0,0.0,0.0,0.0,0.0
1674.809,0.0,0.0,0.0,0.0,0.0,0.0
1674.844,0.0,0.0,0.0,0.0,0.0,0.0
1674.873,0.0,0.0,0.0,0.0,0.0,0.0
1674.903,0.0,0.0,0.0,0.0,0.0,0.0
1674.935,0.0,0.0,0.0,0.0,0.0,0.0
1674.967,0.0,0.0,0.0,0.0,0.0,0.0
1674.999,0.0,0.0,0.0,0.0,0.0,0.0
1675.033,0.0,0.0,0.0,0.0,0.0,0.0
1675.067,0.0,0.0,0.0,0.0,0.0,0.0
1675.095,0.0,0.0,0.0,0.0,0.0,0.0
1675.129,0.0,0.0,0.0,0.0,0.0,0.0
1675.157,0.0,0.0,0.0,0.0,0.0,0.0
1675.191,0.0,0.0,0.0,0.0,0.0,0.0
1675.219,0.0,0.0,0.0,0.0,0.0,0.0
1675.247,0.0,0.0,0.0,0.0,0.0,0.0
1675.279,0.0,0.0,0.0,0.0,0.0,0.0
1675.307,0.0,0.0,0.0,0.0,0.0,0.0
1675.338,0.0,0.0,0.0,0.0,0.0,0.0
1675.368,0.0,0.0,0.0,0.0,0.0,0.0
1675.399,0.0,0.0,0.0,0.0,0.0,0.0
1675.43,0.0,0.0,0.0,0.0,0.0,0.0
1675.455,0.0,0.0,0.0,0.0,0.0,0.0
1675.488,0.0,0.0,0.0,0.0,0.0,0.0
1675.518,0.0,0.0,0.0,0.0,0.0,0.0
1675.549,0.0,0.0,0.0,0.0,0.0,0.0
1675.575,0.0,0.0,0.0,0.0,0.0,0.0
1675.602,0.0,0.0,0.0,0.0,0.0,0.0
1675.635,0.0,0.0,0.0,0.0,0.0,0.0
1675.668,0.0,0.0,0.0,0.0,0.0,0.0
1675.695,0.0,0.0,0.0,0.0,0.0,0.0
1675.723,0.0,0.0,0.0,0.0,0.0,0.0
1675.757,0.0,0.0,0.0,0.0,0.0,0.0
1675.792,0.0,0.0,0.0,0.0,0.0,0.0
1675.827,0.0,0.0,0.0,0.0,0.0,0.0
1675.859,0.0,0.0,0.0,0.0,0.0,0.0
1675.887,0.0,0.0,0.0,0.0,0.0,0.0
1675.913,0.0,0.0,0.0,0.0,0.0,0.0
1675.94,0.0,0.0,0.0,0.0,0.0,0.0
1675.975,0.0,0.0,0.0,0.0,0.0,0.0
1676.01,0.0,0.0,0.0,0.0,0.0,0.0
1676.037,0.0,0.0,0.0,0.0,0.0,0.0
1676.063,0.0,0.0,0.0,0.0,0.0,0.0
1676.09,0.0,0.0,0.0,0.0,0.0,0.0
1676.118,0.0,0.0,0.0,0.0,0.0,0.0
1676.147,0.0,0.0,0.0,0.0,0.0,0.0
1676.173,0.0,0.0,0.0,0.0,0.0,0.0
1676.209,0.0,0.0,0.0,0.0,0.0,0.0
1676.234,0.0,0.0,0.0,0.0,0.0,0.0
1676.267,0.0,0.0,0.0,0.0,0.0,0.0
1676.3,0.0,0.0,0.0,0.0,0.0,0.0
1676.327,0.0,0.0,0.0,0.0,0.0,0.0
1676.357,0.0,0.0,0.0,0.0,0.0,0.0
1676.385,0.0,0.0,0.0,0.0,0.0,0.0
1676.418,0.0,0.0,0.0,0.0,0.0,0.0
1676.447,0.0,0.0,0.0,0.0,0.0,0.0
1676.479,0.0,0.0,0.0,0.0,0.0,0.0
1676.507,0.0,0.0,0.0,0.0,0.0,0.0
1676.535,0.0,0.0,0.0,0.0,0.0,0.0
1676.567,0.0,0.0,0.0,0.0,0.0,0.0
1676.6,0.0,0.0,0.0,0.0,0.0,0.0
1676.629,0.0,0.0,0.0,0.0,0.0,0.0
1676.654,0.0,0.0,0.0,0.0,0.0,0.0
1676.679,0.0,0.0,0.0,0.0,0.0,0.0
1676.707,0.0,0.0,0.0,0.0,0.0,0.0
1676.737,0.0,0.0,0.0,0.0,0.0,0.0
1676.768,0.0,0.0,0.0,0.0,0.0,0.0
1676.797,0.0,0.0,0.0,0.0,0.0,0.0
1676.829,0.0,0.0,0.0,0.0,0.0,0.0
1676.855,0.0,0.0,0.0,0.0,0.0,0.0
1676.881,0.0,0.0,0.0,0.0,0.0,0.0
1676.91,0.0,0.0,0.0,0.0,0.0,0.0
1676.943,0.0,0.0,0.0,0.0,0.0,0.0
1676.969,0.0,0.0,0.0,0.0,0.0,0.0
1676.999,0.0,0.0,0.0,0.0,0.0,0.0
1677.03,0.0,0.0,0.0,0.0,0.0,0.0
1677.057,0.0,0.0,0.0,0.0,0.0,0.0
1677.085,0.0,0.0,0.0,0.0,0.0,0.0
1677.11,0.0,0.0,0.0,0.0,0.0,0.0
1677.137,0.0,0.0,0.0,0.0,0.0,0.0
1677.167,0.0,0.0,0.0,0.0,0.0,0.0
1677.199,0.0,0.0,0.0,0.0,0.0,0.0
1677.229,0.0,0.0,0.0,0.0,0.0,0.0
1677.257,0.0,0.0,0.0,0.0,0.0,0.0
1677.285,0.0,0.0,0.0,0.0,0.0,0.0
1677.32,0.0,0.0,0.0,0.0,0.0,0.0
1677.355,0.0,0.0,0.0,0.0,0.0,0.0
1677.388,0.0,0.0,0.0,0.0,0.0,0.0
1677.413,0.0,0.0,0.0,0.0,0.0,0.0
1677.447,0.0,0.0,0.0,0.0,0.0,0.0
1677.479,0.0,0.0,0.0,0.0,0.0,0.0
1677.507,0.0,0.0,0.0,0.0,0.0,0.0
1677.538,0.0,0.0,0.0,0.0,0.0,0.0
1677.568,0.0,0.0,0.0,0.0,0.0,0.0
1677.599,0.0,0.0,0.0,0.0,0.0,0.0
1677.626,0.0,0.0,0.0,0.0,0.0,0.0
1677.657,0.0,0.0,0.0,0.0,0.0,0.0
1677.687,0.0,0.0,0.0,0.0,0.0,0.0
1677.72,0.0,0.0,0.0,0.0,0.0,0.0
1677.748,0.0,0.0,0.0,0.0,0.0,0.0
1677.781,0.0,0.0,0.0,0.0,0.0,0.0
1677.807,0.0,0.0,0.0,0.0,0.0,0.0
1677.835,0.0,0.0,0.0,0.0,0.0,0.0
1677.863,0.0,0.0,0.0,0.0,0.0,0.0
1677.89,0.0,0.0,0.0,0.0,0.0,0.0
1677.918,0.0,0.0,0.0,0.0,0.0,0.0
1677.951,0.0,0.0,0.0,0.0,0.0,0.0
1677.98,0.0,0.0,0.0,0.0,0.0,0.0
1678.009,0.0,0.0,0.0,0.0,0.0,0.0
1678.035,0.0,0.0,0.0,0.0,0.0,0.0
1678.067,0.0,0.0,0.0,0.0,0.0,0.0
1678.098,0.0,0.0,0.0,0.0,0.0,0.0
1678.133,0.0,0.0,0.0,0.0,0.0,0.0
1678.167,0.0,0.0,0.0,0.0,0.0,0.0
1678.199,0.0,0.0,0.0,0.0,0.0,0.0
1678.229,0.0,0.0,0.0,0.0,0.0,0.0
1678.257,0.0,0.0,0.0,0.0,0.0,0.0
1678.287,0.0,0.0,0.0,0.0,0.0,0.0
1678.318,0.0,0.0,0.0,0.0,0.0,0.0
1678.349,0.0,0.0,0.0,0.0,0.0,0.0
1678.384,0.0,0.0,0.0,0.0,0.0,0.0
1678.415,0.0,0.0,0.0,0.0,0.0,0.0
1678.446,0.0,0.0,0.0,0.0,0.0,0.0
1678.473,0.0,0.0,0.0,0.0,0.0,0.0
1678.502,0.0,0.0,0.0,0.0,0.0,0.0
1678.529,0.0,0.0,0.0,0.0,0.0,0.0
1678.557,0.0,0.0,0.0,0.0,0.0,0.0
1678.583,0.0,0.0,0.0,0.0,0.0,0.0
1678.61,0.0,0.0,0.0,0.0,0.0,0.0
1678.638,0.0,0.0,0.0,0.0,0.0,0.0
1678.668,0.0,0.0,0.0,0.0,0.0,0.0
1678.702,0.0,0.0,0.0,0.0,0.0,0.0
1678.727,0.0,0.0,0.0,0.0,0.0,0.0
1678.759,0.0,0.0,0.0,0.0,0.0,0.0
1678.785,0.0,0.0,0.0,0.0,0.0,0.0
1678.818,0.0,0.0,0.0,0.0,0.0,0.0
1678.847,0.0,0.0,0.0,0.0,0.0,0.0
1678.873,0.0,0.0,0.0,0.0,0.0,0.0
1678.907,0.0,0.0,0.0,0.0,0.0,0.0
1678.932,0.0,0.0,0.0,0.0,0.0,0.0
1678.957,0.0,0.0,0.0,0.0,0.0,0.0
1678.985,0.0,0.0,0.0,0.0,0.0,0.0
1679.014,0.0,0.0,0.0,0.0,0.0,0.0
1679.04,0.0,0.0,0.0,0.0,0.0,0.0
1679.067,0.0,0.0,0.0,0.0,0.0,0.0
1679.099,0.0,0.0,0.0,0.0,0.0,0.0
1679.129,0.0,0.0,0.0,0.0,0.0,0.0
1679.157,0.0,0.0,0.0,0.0,0.0,0.0
1679.182,0.0,0.0,0.0,0.0,0.0,0.0
1679.207,0.0,0.0,0.0,0.0,0.0,0.0
1679.239,0.0,0.0,0.0,0.0,0.0,0.0
1679.268,0.0,0.0,0.0,0.0,0.0,0.0
1679.299,0.0,0.0,0.0,0.0,0.0,0.0
1679.329,0.0,0.0,0.0,0.0,0.0,0.0
1679.364,0.0,0.0,0.0,0.0,0.0,0.0
1679.39,0.0,0.0,0.0,0.0,0.0,0.0
1679.418,0.0,0.0,0.0,0.0,0.0,0.0
1679.449,0.0,0.0,0.0,0.0,0.0,0.0
1679.484,0.0,0.0,0.0,0.0,0.0,0.0
1679.511,0.0,0.0,0.0,0.0,0.0,0.0
1679.538,0.0,0.0,0.0,0.0,0.0,0.0
1679.568,0.0,0.0,0.0,0.0,0.0,0.0
1679.603,0.0,0.0,0.0,0.0,0.0,0.0
1679.629,0.0,0.0,0.0,0.0,0.0,0.0
1679.657,0.0,0.0,0.0,0.0,0.0,0.0
1679.682,0.0,0.0,0.0,0.0,0.0,0.0
1679.714,0.0,0.0,0.0,0.0,0.0,0.0
1679.739,0.0,0.0,0.0,0.0,0.0,0.0
1679.767,0.0,0.0,0.0,0.0,0.0,0.0
1679.802,0.0,0.0,0.0,0.0,0.0,0.0
1679.838,0.0,0.0,0.0,0.0,0.0,0.0
1679.873,0.0,0.0,0.0,0.0,0.0,0.0
1679.905,0.0,0.0,0.0,0.0,0.0,0.0
1679.94,0.0,0.0,0.0,0.0,0.0,0.0
1679.969,0.0,0.0,0.0,0.0,0.0,0.0
1679.999,0.0,0.0,0.0,0.0,0.0,0.0
1680.029,0.0,0.0,0.0,0.0,0.0,0.0
1680.055,0.0,0.0,0.0,0.0,0.0,0.0
1680.085,0.0,0.0,0.0,0.0,0.0,0.0
1680.114,0.0,0.0,0.0,0.0,0.0,0.0
1680.14,0.0,0.0,0.0,0.0,0.0,0.0
1680.168,0.0,0.0,0.0,0.0,0.0,0.0
1680.199,0.0,0.0,0.0,0.0,0.0,0.0
1680.229,0.0,0.0,0.0,0.0,0.0,0.0
1680.265,0.0,0.0,0.0,0.0,0.0,0.0
1680.299,0.0,0.0,0.0,0.0,0.0,0.0
1680.329,0.0,0.0,0.0,0.0,0.0,0.0
1680.357,0.0,0.0,0.0,0.0,0.0,0.0
1680.385,0.0,0.0,0.0,0.0,0.0,0.0
1680.415,0.0,0.0,0.0,0.0,0.0,0.0
1680.449,0.0,0.0,0.0,0.0,0.0,0.0
1680.479,0.0,0.0,0.0,0.0,0.0,0.0
1680.507,0.0,0.0,0.0,0.0,0.0,0.0
1680.537,0.0,0.0,0.0,0.0,0.0,0.0
1680.563,0.0,0.0,0.0,0.0,0.0,0.0
1680.598,0.0,0.0,0.0,0.0,0.0,0.0
1680.629,0.0,0.0,0.0,0.0,0.0,0.0
1680.664,0.0,0.0,0.0,0.0,0.0,0.0
1680.69,0.0,0.0,0.0,0.0,0.0,0.0
1680.716,0.0,0.0,0.0,0.0,0.0,0.0
1680.749,0.0,0.0,0.0,0.0,0.0,0.0
1680.779,0.0,0.0,0.0,0.0,0.0,0.0
1680.809,0.0,0.0,0.0,0.0,0.0,0.0
1680.844,0.0,0.0,0.0,0.0,0.0,0.0
1680.879,0.0,0.0,0.0,0.0,0.0,0.0
1680.907,0.0,0.0,0.0,0.0,0.0,0.0
1680.938,0.0,0.0,0.0,0.0,0.0,0.0
1680.967,0.0,0.0,0.0,0.0,0.0,0.0
1680.999,0.0,0.0,0.0,0.0,0.0,0.0
1681.028,0.0,0.0,0.0,0.0,0.0,0.0
1681.063,0.0,0.0,0.0,0.0,0.0,0.0
1681.098,0.0,0.0,0.0,0.0,0.0,0.0
1681.129,0.0,0.0,0.0,0.0,0.0,0.0
1681.157,0.0,0.0,0.0,0.0,0.0,0.0
1681.188,0.0,0.0,0.0,0.0,0.0,0.0
1681.214,0.0,0.0,0.0,0.0,0.0,0.0
1681.249,0.0,0.0,0.0,0.0,0.0,0.0
1681.279,0.0,0.0,0.0,0.0,0.0,0.0
1681.307,0.0,0.0,0.0,0.0,0.0,0.0
1681.335,0.0,0.0,0.0,0.0,0.0,0.0
1681.368,0.0,0.0,0.0,0.0,0.0,0.0
1681.399,0.0,0.0,0.0,0.0,0.0,0.0
1681.429,0.0,0.0,0.0,0.0,0.0,0.0
1681.457,0.0,0.0,0.0,0.0,0.0,0.0
1681.488,0.0,0.0,0.0,0.0,0.0,0.0
1681.518,0.0,0.0,0.0,0.0,0.0,0.0
1681.543,0.0,0.0,0.0,0.0,0.0,0.0
1681.569,0.0,0.0,0.0,0.0,0.0,0.0
1681.598,0.0,0.0,0.0,0.0,0.0,0.0
1681.629,0.0,0.0,0.0,0.0,0.0,0.0
1681.657,0.0,0.0,0.0,0.0,0.0,0.0
1681.685,0.0,0.0,0.0,0.0,0.0,0.0
1681.718,0.0,0.0,0.0,0.0,0.0,0.0
1681.743,0.0,0.0,0.0,0.0,0.0,0.0
1681.77,0.0,0.0,0.0,0.0,0.0,0.0
1681.805,0.0,0.0,0.0,0.0,0.0,0.0
1681.84,0.0,0.0,0.0,0.0,0.0,0.0
1681.868,0.0,0.0,0.0,0.0,0.0,0.0
1681.899,0.0,0.0,0.0,0.0,0.0,0.0
1681.927,0.0,0.0,0.0,0.0,0.0,0.0
1681.957,0.0,0.0,0.0,0.0,0.0,0.0
1681.985,0.0,0.0,0.0,0.0,0.0,0.0
1682.014,0.0,0.0,0.0,0.0,0.0,0.0
1682.04,0.0,0.0,0.0,0.0,0.0,0.0
1682.068,0.0,0.0,0.0,0.0,0.0,0.0
1682.095,0.0,0.0,0.0,0.0,0.0,0.0
1682.123,0.0,0.0,0.0,0.0,0.0,0.0
1682.152,0.0,0.0,0.0,0.0,0.0,0.0
1682.181,0.0,0.0,0.0,0.0,0.0,0.0
1682.207,0.0,0.0,0.0,0.0,0.0,0.0
1682.237,0.0,0.0,0.0,0.0,0.0,0.0
1682.269,0.0,0.0,0.0,0.0,0.0,0.0
1682.299,0.0,0.0,0.0,0.0,0.0,0.0
1682.334,0.0,0.0,0.0,0.0,0.0,0.0
1682.359,0.0,0.0,0.0,0.0,0.0,0.0
1682.391,0.0,0.0,0.0,0.0,0.0,0.0
1682.418,0.0,0.0,0.0,0.0,0.0,0.0
1682.447,0.0,0.0,0.0,0.0,0.0,0.0
1682.479,0.0,0.0,0.0,0.0,0.0,0.0
1682.509,0.0,0.0,0.0,0.0,0.0,0.0
1682.535,0.0,0.0,0.0,0.0,0.0,0.0
1682.567,0.0,0.0,0.0,0.0,0.0,0.0
1682.597,0.0,0.0,0.0,0.0,0.0,0.0
1682.63,0.0,0.0,0.0,0.0,0.0,0.0
1682.659,0.0,0.0,0.0,0.0,0.0,0.0
1682.685,0.0,0.0,0.0,0.0,0.0,0.0
1682.714,0.0,0.0,0.0,0.0,0.0,0.0
1682.74,0.0,0.0,0.0,0.0,0.0,0.0
1682.775,0.0,0.0,0.0,0.0,0.0,0.0
1682.809,0.0,0.0,0.0,0.0,0.0,0.0
1682.844,0.0,0.0,0.0,0.0,0.0,0.0
1682.879,0.0,0.0,0.0,0.0,0.0,0.0
1682.909,0.0,0.0,0.0,0.0,0.0,0.0
1682.935,0.0,0.0,0.0,0.0,0.0,0.0
1682.97,0.0,0.0,0.0,0.0,0.0,0.0
1682.999,0.0,0.0,0.0,0.0,0.0,0.0
1683.029,0.0,0.0,0.0,0.0,0.0,0.0
1683.057,0.0,0.0,0.0,0.0,0.0,0.0
1683.086,0.0,0.0,0.0,0.0,0.0,0.0
1683.111,0.0,0.0,0.0,0.0,0.0,0.0
1683.14,0.0,0.0,0.0,0.0,0.0,0.0
1683.168,0.0,0.0,0.0,0.0,0.0,0.0
1683.199,0.0,0.0,0.0,0.0,0.0,0.0
1683.229,0.0,0.0,0.0,0.0,0.0,0.0
1683.255,0.0,0.0,0.0,0.0,0.0,0.0
1683.287,0.0,0.0,0.0,0.0,0.0,0.0
1683.318,0.0,0.0,0.0,0.0,0.0,0.0
1683.349,0.0,0.0,0.0,0.0,0.0,0.0
1683.379,0.0,0.0,0.0,0.0,0.0,0.0
1683.405,0.0,0.0,0.0,0.0,0.0,0.0
1683.43,0.0,0.0,0.0,0.0,0.0,0.0
1683.457,0.0,0.0,0.0,0.0,0.0,0.0
1683.485,0.0,0.0,0.0,0.0,0.0,0.0
1683.514,0.0,0.0,0.0,0.0,0.0,0.0
1683.54,0.0,0.0,0.0,0.0,0.0,0.0
1683.575,0.0,0.0,0.0,0.0,0.0,0.0
1683.608,0.0,0.0,0.0,0.0,0.0,0.0
1683.637,0.0,0.0,0.0,0.0,0.0,0.0
1683.668,0.0,0.0,0.0,0.0,0.0,0.0
1683.699,0.0,0.0,0.0,0.0,0.0,0.0
1683.728,0.0,0.0,0.0,0.0,0.0,0.0
1683.759,0.0,0.0,0.0,0.0,0.0,0.0
1683.785,0.0,0.0,0.0,0.0,0.0,0.0
1683.818,0.0,0.0,0.0,0.0,0.0,0.0
1683.849,0.0,0.0,0.0,0.0,0.0,0.0
1683.879,0.0,0.0,0.0,0.0,0.0,0.0
1683.908,0.0,0.0,0.0,0.0,0.0,0.0
1683.935,0.0,0.0,0.0,0.0,0.0,0.0
1683.968,0.0,0.0,0.0,0.0,0.0,0.0
1683.999,0.0,0.0,0.0,0.0,0.0,0.0
1684.026,0.0,0.0,0.0,0.0,0.0,0.0
1684.052,0.0,0.0,0.0,0.0,0.0,0.0
1684.079,0.0,0.0,0.0,0.0,0.0,0.0
1684.109,0.0,0.0,0.0,0.0,0.0,0.0
1684.135,0.0,0.0,0.0,0.0,0.0,0.0
1684.167,0.0,0.0,0.0,0.0,0.0,0.0
1684.199,0.0,0.0,0.0,0.0,0.0,0.0
1684.231,0.0,0.0,0.0,0.0,0.0,0.0
1684.261,0.0,0.0,0.0,0.0,0.0,0.0
1684.287,0.0,0.0,0.0,0.0,0.0,0.0
1684.318,0.0,0.0,0.0,0.0,0.0,0.0
1684.349,0.0,0.0,0.0,0.0,0.0,0.0
1684.378,0.0,0.0,0.0,0.0,0.0,0.0
1684.407,0.0,0.0,0.0,0.0,0.0,0.0
1684.438,0.0,0.0,0.0,0.0,0.0,0.0
1684.467,0.0,0.0,0.0,0.0,0.0,0.0
1684.499,0.0,0.0,0.0,0.0,0.0,0.0
1684.527,0.0,0.0,0.0,0.0,0.0,0.0
1684.552,0.0,0.0,0.0,0.0,0.0,0.0
1684.579,0.0,0.0,0.0,0.0,0.0,0.0
1684.609,0.0,0.0,0.0,0.0,0.0,0.0
1684.637,0.0,0.0,0.0,0.0,0.0,0.0
1684.665,0.0,0.0,0.0,0.0,0.0,0.0
1684.69,0.0,0.0,0.0,0.0,0.0,0.0
1684.721,0.0,0.0,0.0,0.0,0.0,0.0
1684.749,0.0,0.0,0.0,0.0,0.0,0.0
1684.779,0.0,0.0,0.0,0.0,0.0,0.0
1684.809,0.0,0.0,0.0,0.0,0.0,0.0
1684.835,0.0,0.0,0.0,0.0,0.0,0.0
1684.863,0.0,0.0,0.0,0.0,0.0,0.0
1684.89,0.0,0.0,0.0,0.0,0.0,0.0
1684.923,0.0,0.0,0.0,0.0,0.0,0.0
1684.952,0.0,0.0,0.0,0.0,0.0,0.0
1684.98,0.0,0.0,0.0,0.0,0.0,0.0
1685.007,0.0,0.0,0.0,0.0,0.0,0.0
1685.035,0.0,0.0,0.0,0.0,0.0,0.0
1685.068,0.0,0.0,0.0,0.0,0.0,0.0
1685.099,0.0,0.0,0.0,0.0,0.0,0.0
1685.125,0.0,0.0,0.0,0.0,0.0,0.0
1685.151,0.0,0.0,0.0,0.0,0.0,0.0
1685.18,0.0,0.0,0.0,0.0,0.0,0.0
1685.207,0.0,0.0,0.0,0.0,0.0,0.0
1685.237,0.0,0.0,0.0,0.0,0.0,0.0
1685.268,0.0,0.0,0.0,0.0,0.0,0.0
1685.299,0.0,0.0,0.0,0.0,0.0,0.0
1685.329,0.0,0.0,0.0,0.0,0.0,0.0
1685.359,0.0,0.0,0.0,0.0,0.0,0.0
1685.388,0.0,0.0,0.0,0.0,0.0,0.0
1685.418,0.0,0.0,0.0,0.0,0.0,0.0
1685.447,0.0,0.0,0.0,0.0,0.0,0.0
1685.479,0.0,0.0,0.0,0.0,0.0,0.0
1685.509,0.0,0.0,0.0,0.0,0.0,0.0
1685.535,0.0,0.0,0.0,0.0,0.0,0.0
1685.568,0.0,0.0,0.0,0.0,0.0,0.0
1685.599,0.0,0.0,0.0,0.0,0.0,0.0
1685.629,0.0,0.0,0.0,0.0,0.0,0.0
1685.659,0.0,0.0,0.0,0.0,0.0,0.0
1685.685,0.0,0.0,0.0,0.0,0.0,0.0
1685.712,0.0,0.0,0.0,0.0,0.0,0.0
1685.746,0.0,0.0,0.0,0.0,0.0,0.0
1685.779,0.0,0.0,0.0,0.0,0.0,0.0
1685.806,0.0,0.0,0.0,0.0,0.0,0.0
1685.831,0.0,0.0,0.0,0.0,0.0,0.0
1685.859,0.0,0.0,0.0,0.0,0.0,0.0
1685.894,0.0,0.0,0.0,0.0,0.0,0.0
1685.927,0.0,0.0,0.0,0.0,0.0,0.0
1685.957,0.0,0.0,0.0,0.0,0.0,0.0
1685.985,0.0,0.0,0.0,0.0,0.0,0.0
1686.015,0.0,0.0,0.0,0.0,0.0,0.0
1686.04,0.0,0.0,0.0,0.0,0.0,0.0
1686.069,0.0,0.0,0.0,0.0,0.0,0.0
1686.102,0.0,0.0,0.0,0.0,0.0,0.0
1686.129,0.0,0.0,0.0,0.0,0.0,0.0
1686.159,0.0,0.0,0.0,0.0,0.0,0.0
1686.188,0.0,0.0,0.0,0.0,0.0,0.0
1686.222,0.0,0.0,0.0,0.0,0.0,0.0
1686.249,0.0,0.0,0.0,0.0,0.0,0.0
1686.279,0.0,0.0,0.0,0.0,0.0,0.0
1686.307,0.0,0.0,0.0,0.0,0.0,0.0
1686.338,0.0,0.0,0.0,0.0,0.0,0.0
1686.369,0.0,0.0,0.0,0.0,0.0,0.0
1686.399,0.0,0.0,0.0,0.0,0.0,0.0
1686.427,0.0,0.0,0.0,0.0,0.0,0.0
